ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Total_Actual_VCUs_Issued,Actual_Issuance_Start_Date,Actual_Issuance_End_Date,t_actual_days,t_actual_years,Total_Estimated_ERs_Actual_Period,q_quotient,log_q_success_indicator,Regime,Technology_Category,Tech_Biomass and Waste,Tech_Energy Efficiency,Tech_Other Renewable,Scale_Category,Scale_Large,Is_International
1195,Wind Power Project in Rajasthan,Mytrah Energy (INDIA) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,70677,Asia,06-04-20,,,514123,01-01-12,18-06-21,3456,9.46201232,668746.6448,0.768785913,-0.262942745,VCS,Other,False,False,False,Large Scale,1,0
1190,Wind power project in Gujarat,Mytrah Energy (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,48273,Asia,06-04-20,,,418263,08-06-11,05-08-21,3711,10.16016427,490461.6099,0.852794575,-0.159236587,VCS,Other,False,False,False,Large Scale,1,0
1800,12 MW Raura Hydro Project by DLI Power,DLI Power (India) Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,38464,Asia,25-02-21,09-09-19,08-09-29,152131,09-09-19,31-12-23,1574,4.309377139,165755.8823,0.917801516,-0.085774125,VCS,Other Renewable,False,False,True,Small Scale,0,0
1787,Renewable Power Project by Animala Wind Power Private Limited,Animala Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,163843,Asia,21-05-19,30-03-17,29-03-27,833845,01-01-18,31-12-22,1825,4.996577687,818654.2779,1.018555723,0.018385666,VCS,Other,False,False,False,Large Scale,1,0
1788,Renewable Power Project by Saipuram Wind Energies Private Limited,Saipuram Wind Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,266287,Asia,14-08-18,31-03-17,30-03-27,1013685,01-01-18,31-12-22,1825,4.996577687,1330523.682,0.76186919,-0.271980405,VCS,Other,False,False,False,Large Scale,1,0
1789,Renewable Power Project by SEI Kathiravan Power Private Limited,SEI Kathiravan Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,77356,Asia,19-08-19,09-03-17,08-03-27,525319,03-09-17,31-12-22,1945,5.325119781,411929.9658,1.275262893,0.243152348,VCS,Other,False,False,False,Large Scale,1,0
1790,Renewable Power Project by Axis Wind Farms (MPR Dam) Private Limited,Axis Wind Farms (MPR Dam) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,195052,Asia,14-08-18,30-03-17,29-03-27,1189999,01-01-18,31-12-22,1825,4.996577687,974592.4709,1.221022156,0.199688341,VCS,Other,False,False,False,Large Scale,1,0
1791,Pavagada Solar Renewable Power Project by Greenko Group,SEI Suryashakti Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,139239,Asia,19-08-19,30-03-17,29-03-27,681378,01-01-18,31-12-22,1825,4.996577687,695718.4805,0.979387524,-0.020827878,VCS,Other,False,False,False,Large Scale,1,0
1792,Ghani Solar Renewable Power Project by Greenko Group,Zuvan Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,996010,Asia,14-08-18,31-03-17,30-03-27,6052086,01-01-18,31-10-22,1764,4.829568789,4810298.809,1.258151778,0.229643801,VCS,Other,False,False,False,Large Scale,1,0
1793,Renewable Power Project by Devarahipparigi Wind Power Private Limited,Devarahipparigi Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,195052,Asia,10-12-18,25-03-17,24-03-27,1429026,01-01-18,31-12-22,1825,4.996577687,974592.4709,1.466280566,0.382728967,VCS,Other,False,False,False,Large Scale,1,0
1782,"Solar PV Power Project by Prayatna Developers Pvt. Ltd. at Bhatinda, Punjab",Prayatna Developers Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,167973,Asia,02-08-18,17-09-16,16-09-26,551111,01-01-17,03-01-20,1097,3.003422313,504493.8563,1.092403789,0.088380579,VCS,Other,False,False,False,Large Scale,1,0
1783,72 MWac Ramnad Renewable Energy Project,Ramnad Renewable Energy Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,115817,Asia,02-08-18,18-09-16,17-09-26,392362,01-01-17,31-12-19,1094,2.995208761,346896.0931,1.131064915,0.123159591,VCS,Other,False,False,False,Large Scale,1,0
1784,Solar Power Project by Mytrah Energy India Private Limited,JSW NEO ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,638520,Asia,06-04-20,19-06-17,18-06-27,3141114,01-01-18,30-06-23,2006,5.492128679,3506834.004,0.8957122,-0.110136123,VCS,Other,False,False,False,Large Scale,1,0
1786,Solar Photovoltaic Project by Giriraj Renewables Private Limited,Avaada Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,234677,Asia,29-07-20,02-03-18,01-03-28,1361697,03-02-18,31-03-23,1882,5.152635181,1209204.966,1.126109334,0.118768625,VCS,Other,False,False,False,Large Scale,1,0
250,"Bundled Wind Power Project in Tamil Nadu, India, Co-ordinated by Tamil Nadu Spinning Mills Association(TASMA-V1)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,82064,Asia,06-04-20,,,771336,04-01-06,31-12-14,3283,8.988364134,737621.1143,1.045707593,0.044693779,VCS,Other,False,False,False,Large Scale,1,0
1776,Wind Power Project by Green Infra Wind Power Generation Limited,Green Infra Wind Power Generation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,79147,Asia,10-12-20,12-08-16,11-08-26,583636,08-12-16,30-04-24,2700,7.392197125,585070.2259,0.997548626,-0.002454383,VCS,Other,False,False,False,Large Scale,1,0
1772,Solar and Wind Power Project by NTPC Limited,NTPC GREEN ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,940891,Asia,29-06-18,10-08-16,09-08-26,100000,08-10-16,31-12-17,449,1.229295003,1156632.605,0.086457877,-2.44809795,VCS,Other,False,False,False,Large Scale,1,0
1771,46 MW Mangoli Wind Power Project in Karnataka,Vena Energy KN Wind Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,120268,Asia,13-08-19,23-07-16,22-07-26,737270,01-01-17,31-12-21,1825,4.996577687,600928.4052,1.226884923,0.204478374,VCS,Other,False,False,False,Large Scale,1,0
1770,Bundled Solar Power Project by Vector Green Energy Private Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,163888,Asia,06-04-20,28-06-16,27-06-26,1413579,01-01-17,30-04-24,2676,7.326488706,1200723.581,1.177272623,0.163200427,VCS,Other,False,False,False,Large Scale,1,0
1768,216 MWac Kamuthi Solar Power Project,Kamuthi Solar Power Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,346117,Asia,13-04-20,18-09-16,17-09-26,1129958,01-01-17,30-09-19,1002,2.743326489,949511.9343,1.190040861,0.173987644,VCS,Other,False,False,False,Large Scale,1,0
1767,Bundled Solar Power Project by Mahindra Susten Private Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,329360,Asia,16-05-19,29-06-16,28-06-26,2002439,01-01-17,23-04-22,1938,5.305954825,1747569.281,1.145842412,0.136140097,VCS,Other,False,False,False,Large Scale,1,0
1759,Methane Recovery and Power Generation Project at ESIPL,Everest Starch India Pvt. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.H.,Registered,India,52036,Asia,13-04-20,18-09-16,17-09-26,259550,01-01-17,30-11-22,2159,5.911019849,307585.8289,0.843829512,-0.169804804,VCS,Biomass and Waste,True,False,False,Small Scale,0,0
766,Teesta- V Hydro Power project in Sikkim,NHPC Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,2044442,Asia,06-04-20,,,5066600,04-01-08,31-12-11,1457,3.989048597,8155378.491,0.62125872,-0.476007666,VCS,Other,False,False,False,Large Scale,1,1
1753,Bundled Solar Photovoltaic Project by ACME,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,India,2078589,Asia,06-04-20,10-02-17,09-02-27,7540323,02-10-17,25-04-22,1666,4.561259411,9480983.639,0.795310201,-0.229023051,VCS,Other Renewable,False,False,True,Small Scale,0,0
249,"Bundled Wind Power Project in Tamilnadu, India, Co-ordinated by Tamilnadu Spinning Mills Association(TASMA-II)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,758093,Asia,06-04-20,,,5111082,04-01-06,17-12-12,2539,6.951403149,5269810.067,0.969879737,-0.030583198,VCS,Other,False,False,False,Large Scale,1,0
974,"Sarbari II hydro power project by DSL Hydrowatt Limited in Kullu, Himachal Pradesh",DSL HYDROWATT PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,28635,Asia,06-04-20,,,197614,08-01-15,28-02-22,2608,7.140314853,204462.9158,0.966502895,-0.034070985,VCS,Other Renewable,False,False,True,Small Scale,0,0
483,"Sarbari-I small hydro project of DSL Hydrowatt Limited (DSLHL), Himachal Pradesh, India",DSL HYDROWATT PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23425,Asia,06-04-20,,,90842,09-01-15,28-04-18,1205,3.299110198,77281.6564,1.175466524,0.16166511,VCS,Other Renewable,False,False,True,Small Scale,0,0
1746,108 MW Fatanpur Wind Power Project in Madhya Pradesh,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,212745,Asia,09-03-18,11-03-16,10-03-26,1150647,03-11-16,31-12-21,1884,5.158110883,1097362.3,1.048557072,0.047415002,VCS,Other,False,False,False,Large Scale,1,0
1744,4 MW Biomass based cogeneration plant by Godrej Agrovet Ltd.,Godrej Agrovet Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,97671,Asia,20-08-18,01-10-18,30-09-28,115378,10-01-18,30-09-21,1359,3.72073922,363408.3203,0.317488603,-1.147313357,VCS,Other Renewable,False,False,True,Small Scale,0,0
1745,Bundled Solar Power Project by Vector Green Sunshine Private Limited and Polepally Solar Parks Private Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,70073,Asia,18-04-18,24-03-16,23-03-26,584431,01-01-17,30-04-24,2676,7.326488706,513389.0431,1.138378405,0.129604798,VCS,Other,False,False,False,Large Scale,1,0
1742,Hydroelectric Project in Kinnaur District in Himachal Pradesh,JSW Hydro Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,3541917,Asia,14-05-18,,,30847795,01-01-14,31-12-22,3286,8.996577687,31865131.45,0.968073678,-0.032447081,VCS,Other,False,False,False,Large Scale,1,0
1739,3 MW Hydro Power Project by Darjeeling Power Pvt. Ltd.,Darjeeling Power Pvt. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,16404,Asia,30-01-18,15-04-16,14-04-26,24386,01-01-17,31-12-17,364,0.996577687,16347.86037,1.49169368,0.399912173,VCS,Other Renewable,False,False,True,Small Scale,0,0
92,300MW Hydropower project by JHPL,JSW Hydro Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,1052463,Asia,04-06-20,01-04-06,31-03-26,18383702,01-01-07,31-07-24,6421,17.5797399,18502025.8,0.993604819,-0.006415717,VCS,Other,False,False,False,Large Scale,1,0
381,Bundled wind power project in Harshnath managed by Enercon (India) Limited,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,12176,Asia,06-04-20,,,193847,05-01-07,31-08-23,6082,16.65160849,202749.9849,0.95608885,-0.044904431,VCS,Other Renewable,False,False,True,Small Scale,0,0
1728,Bundled Wind Power Project by Mytrah Group,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,921296,Asia,06-04-20,30-12-15,29-12-25,6000640,01-01-16,30-06-23,2737,7.493497604,6903729.369,0.869188185,-0.140195624,VCS,Other,False,False,False,Large Scale,1,0
1291,"Hydro Power Project in backward district of Andhra Pradesh, India",Andhra Pradesh Power Generation Corporation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,364520,Asia,24-03-14,18-08-18,17-08-28,1528208,01-01-09,17-08-18,3515,9.623545517,3507974.812,0.435638248,-0.830943087,VCS,Other,False,False,False,Large Scale,1,0
1709,140 MW Solar Photovoltaic Project in Rajasthan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,241573,Asia,19-08-19,18-07-17,17-07-27,1367023,01-01-18,30-11-22,1794,4.911704312,1186535.146,1.152113365,0.141597965,VCS,Other,False,False,False,Large Scale,1,0
1022,"Grid Connected Wind Power Project by M/s. D. J. Malpani at Ratan Ka Bas (RKB), Rajasthan",M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,7497,Asia,02-09-13,06-12-21,05-12-31,32638,12-06-11,31-03-22,3945,10.80082136,80973.7577,0.403068857,-0.908647869,VCS,Other Renewable,False,False,True,Small Scale,0,0
724,"53.75 MW Bundled wind Power project in Tamil Nadu  and Karnataka by KBD Group, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,119382,Asia,06-04-20,,,534436,01-01-07,31-03-14,2646,7.244353183,864845.3717,0.617955553,-0.481338745,VCS,Other,False,False,False,Large Scale,1,0
1691,5 MW Upper Awa Hydro Power Project in Himachal Pradesh by M/s Astha Projects (India) Limited,M/s Astha Projects (India) Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,19411,Asia,08-06-17,,,73852,01-01-09,31-08-11,972,2.661190965,51656.37782,1.429678253,0.357449421,VCS,Other Renewable,False,False,True,Small Scale,0,0
682,"Wind Power Project at Anthiyur, Tamil Nadu",Windage Power Company (P) LTD,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,30928,Asia,04-06-20,01-04-16,31-03-26,508222,04-01-06,30-04-22,5960,16.31759069,504670.4449,1.007037375,0.007012728,VCS,Other Renewable,False,False,True,Small Scale,0,0
604,Rajwakti Small Scale Hydropower Project,Him Urja Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,19569,Asia,06-04-20,01-04-16,31-03-26,57388,04-01-06,31-12-08,1092,2.98973306,58506.08624,0.980889403,-0.019295565,VCS,Other Renewable,False,False,True,Small Scale,0,0
557,Kadamane Mini Hydel Scheme-1 (KMHS-1),Paschim Hydro Energy Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,32128,,06-04-20,07-05-17,06-05-27,65512,05-07-07,06-05-17,3593,9.837097878,316046.2806,0.207286097,-1.573655329,VCS,Other Renewable,False,False,True,Small Scale,0,0
1685,Grid connected 25 MW PV solar power project at Charanka in Gujarat,GMR Gujarat Solar Power Pvt. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,34462,Asia,11-03-21,04-03-22,03-03-32,181018,03-04-12,31-10-20,3133,8.577686516,295604.2327,0.612366062,-0.490425034,VCS,Other,False,False,False,Large Scale,1,0
751,"22.5 MW Wind Power Project by Ruchi Soya Industries Limited at Palsodi, District-Ratlam, Madhya Pradesh",Ruchi Soya Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,46323,Asia,06-04-20,,,422064,01-01-09,28-02-18,3345,9.158110883,424231.1704,0.994891534,-0.005121559,VCS,Other,False,False,False,Large Scale,1,0
1194,Kaladonger Wind Power Project in Rajasthan,M/s Bindu Vayu Urja Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,1268170,,04-06-20,18-02-22,17-02-32,1035019,01-07-14,17-02-22,2788,7.633127995,9680103.929,0.106922302,-2.235652854,VCS,Other,False,False,False,Large Scale,1,0
1679,"Bundled Wind Power Project in Madhya Pradesh, Gujarat and Kerala by D.J. Malpani",D. J Malpani,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,127207,Asia,28-04-20,28-03-16,27-03-26,537844,01-01-17,31-03-22,1915,5.242984257,666944.2984,0.806430164,-0.215137977,VCS,Other,False,False,False,Large Scale,1,0
790,Roaring 40s Wind Farms (Khandke) Private Limited - Phase III,CLP Wind Farms (Khandke) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,24085,Asia,07-03-12,,,108598,01-01-10,29-03-19,3374,9.237508556,222485.3936,0.488112942,-0.717208461,VCS,Other,False,False,False,Large Scale,1,0
1109,Mithapur Solar Power Project,Tata Power Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,37696,Asia,06-04-20,,,108159,01-01-20,24-01-22,754,2.064339493,77817.34155,1.3899087,0.329238061,VCS,Other,False,False,False,Large Scale,1,0
1355,4.2 MW renewable energy based power generation project in Andhra Pradesh by Hi- Tech,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,8152,Asia,06-04-20,,,46035,01-01-15,27-03-21,2277,6.234086242,50820.27105,0.905839325,-0.098893335,VCS,Other Renewable,False,False,True,Small Scale,0,0
1352,"Bundled Wind Power Project in Tamilnadu, India, co-ordinated by Tamilnadu Spinning Mills Association (TASMA V1A)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,83772,Asia,07-08-14,,,802037,04-02-08,31-03-18,3708,10.15195072,850449.2156,0.943074537,-0.058609957,VCS,Other,False,False,False,Large Scale,1,0
1673,AAC Block Project By HIL Limited,Hyderabad Industries Limited,Manufacturing industries,,AMS-III.Z,Registered,India,21636,Asia,05-05-21,28-11-15,27-11-25,32455,01-01-16,30-04-17,485,1.327857632,28729.52772,1.129673983,0.12192908,VCS,Other Renewable,False,False,True,Small Scale,0,0
1671,"Wind based power generation by Panama Wind Energy Private Limited in Maharashtra, India",Panama Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,186270,Asia,06-04-20,,,708370,04-02-16,04-12-22,2495,6.830937714,1272398.768,0.556720124,-0.585692636,VCS,Other,False,False,False,Large Scale,1,0
1241,Veer (NLBC) Small Hydro Power Project,Mahati Hydro Power Projects Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,10067,Asia,06-04-20,20-05-22,19-05-32,88170,01-01-13,31-05-20,2707,7.411362081,74610.18207,1.181742191,0.166989782,VCS,Other Renewable,False,False,True,Small Scale,0,0
1670,Bundled Solar Power Project by D.J. Malpani and Giriraj Enterprises,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,93022,Asia,06-04-20,,,643101,01-01-16,31-03-22,2281,6.245037645,580925.8919,1.107027607,0.101678592,VCS,Other,False,False,False,Large Scale,1,0
1669,Bundled Wind Power Project by Giriraj Enterprises,Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,83279,Asia,06-04-20,,,1005397,01-01-16,31-03-22,2281,6.245037645,520080.4901,1.933156539,0.659154179,VCS,Other,False,False,False,Large Scale,1,0
1660,Wind bundle project in Maharashtra by Sispara,M/s Sispara Renewable Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,60746,Asia,14-02-17,,,459712,01-01-16,31-12-22,2556,6.997946612,425097.2649,1.0814278,0.078282205,VCS,Other,False,False,False,Large Scale,1,0
1651,AAC Block Manufacturing Using Energy Efficient Technology by JKLCL,JK Lakshmi Cement Ltd.,Manufacturing industries,,AMS-III.Z,Registered,India,36684,Asia,08-08-17,21-03-16,20-03-26,109706,01-01-17,30-06-20,1276,3.493497604,128155.4661,0.856038399,-0.155440046,VCS,Other Renewable,False,False,True,Small Scale,0,1
1015,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",Indian Farm Forestry Development Co-operative Limited,Agriculture Forestry and Other Land Use,ARR,AR-AMS0005,Registered,India,5651,Asia,08-10-13,15-07-08,14-07-38,78003,01-01-09,31-03-22,4837,13.24298426,74836.10404,1.042317756,0.041446845,VCS,Other,False,False,False,Large Scale,1,0
292,"150 MW grid connected Wind Power based electricity generation project in Gujarat, India.",Vayu (Project 1) private limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,326203,Asia,06-04-20,,,1981537,01-01-17,31-05-23,2341,6.409308693,2090735.723,0.947770193,-0.053643219,VCS,Other,False,False,False,Large Scale,1,0
644,"27.95MW Wind Energy Project in Coimbatore District in Tamilnadu, India.",LAKSHMI MACHINE WORKS LTD,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,60778,Asia,08-07-11,,,392501,11-01-08,31-12-12,1816,4.971937029,302184.3888,1.298879143,0.261501695,VCS,Other,False,False,False,Large Scale,1,1
678,"16.45 MW bundled grid connected renewable energy project in Tamil Nadu, India.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,36518,Asia,04-06-20,,,298453,01-01-09,27-03-16,2642,7.23340178,264149.3662,1.129864532,0.122097742,VCS,Other,False,False,False,Large Scale,1,0
308,"2.45 MW Wind Power Project in Rajasthan, India by Yamuna Power and Infrastructure Ltd.",Yamuna Power & Infrastructure Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,3921,Asia,06-04-20,,,29351,01-01-07,27-03-16,3373,9.234770705,36209.53593,0.810587577,-0.20999589,VCS,Other Renewable,False,False,True,Small Scale,0,0
909,Grid Connected Wind Power Project in Tamil Nadu,Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,54105,Asia,11-05-12,02-07-20,01-07-30,252764,07-02-10,31-12-22,4710,12.89527721,697698.9733,0.362282316,-1.015331492,VCS,Other,False,False,False,Large Scale,1,0
927,"13.75 MW wind power project in Davangere, Karnataka, India",Sargam Retails Pvt. Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,26475,Asia,06-04-20,,,198857,01-01-10,31-03-22,4472,12.24366872,324151.1294,0.613470021,-0.488623882,VCS,Other Renewable,False,False,True,Small Scale,0,0
8,15 MW Wind Energy Project in Maharashtra,M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,25848,Asia,19-03-09,01-04-16,31-03-26,123305,04-01-06,31-03-16,3739,10.23682409,264601.4292,0.466002774,-0.763563692,VCS,Other Renewable,False,False,True,Small Scale,0,0
1582,Wind Grouped project by Hero Future Energies Private Limited (EKIESL-VCS-Aug-16-03),Hero Future Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,171293,Asia,08-06-17,29-03-16,28-03-26,1224168,01-01-17,30-06-22,2006,5.492128679,940763.1978,1.301249882,0.26332525,VCS,Other,False,False,False,Large Scale,1,0
610,"4.50 MW Akkihebbal Mini Hydel Scheme, Cauvery Hydro Energy Ltd., India",Cauvery Hydro Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,10000,Asia,06-04-20,,,61900,08-03-07,31-12-13,2490,6.81724846,68172.4846,0.907990964,-0.096520852,VCS,Other Renewable,False,False,True,Small Scale,0,0
631,"13.25 MW Wind Power Generation by RMTL, in Kutch, Gujarat",Ratnamani Metals & Tubes Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23960,Asia,06-04-20,,,86511,01-01-08,30-03-16,3011,8.24366872,197518.3025,0.437989791,-0.825559678,VCS,Other Renewable,False,False,True,Small Scale,0,0
1580,Solar Grouped project by ACME Group (EKIESL-VCS-Aug-16-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,India,730457,Asia,06-04-20,22-06-15,21-06-25,3577919,01-01-16,31-01-23,2587,7.082819986,5173695.439,0.691559649,-0.368805872,VCS,Other Renewable,False,False,True,Small Scale,0,0
1579,Renewable Energy Project in Rajasthan & Maharashtra,LNB Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,25616,Asia,20-01-17,,,122286,01-01-15,30-09-19,1733,4.744695414,121540.1177,1.006136922,0.006118168,VCS,Other Renewable,False,False,True,Small Scale,0,0
911,Grid Connected Wind Energy Project in Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,108219,Asia,04-06-20,25-06-20,24-06-30,1098441,01-11-11,31-12-22,4078,11.16495551,1208260.32,0.909109553,-0.095289671,VCS,Other,False,False,False,Large Scale,1,0
1023,Grid Connected Wind Power Project by M/s Giriraj Enterprises in Madhya Pradesh,M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23859,Asia,14-01-14,,,155319,01-01-12,31-03-22,3742,10.24503765,244436.3532,0.635416942,-0.453473894,VCS,Other Renewable,False,False,True,Small Scale,0,0
619,15 MW Grid Connected Renewable Energy Wind Turbine in Karnataka,MINERAL ENTERPRISES LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,32275,Asia,06-04-20,01-04-16,31-03-26,277134,04-01-06,31-03-16,3739,10.23682409,330393.4976,0.838799801,-0.175783217,VCS,Other Renewable,False,False,True,Small Scale,0,0
566,10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited,Deepak Fertilisers and Petrochemical Corp. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,14313,Asia,06-04-20,,,89034,01-01-12,23-04-17,1939,5.308692676,75983.31828,1.171757196,0.158504499,VCS,Other Renewable,False,False,True,Small Scale,0,1
1574,Bundled Solar VCS Project by EKIESL (EKIESL- VCS.Oct 2016-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,131339,Asia,29-07-22,,,417404,01-01-16,31-07-20,1673,4.580424367,601588.3559,0.693836568,-0.36551884,VCS,Other Renewable,False,False,True,Small Scale,0,0
1024,"Grid Connected Wind Power Project by M/s. Giriraj Enterprises at Tejuva, Rajasthan",M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,13600,Asia,14-01-14,31-03-21,30-03-31,58285,10-01-16,31-03-22,2272,6.220396988,84597.39904,0.688969172,-0.372558752,VCS,Other Renewable,False,False,True,Small Scale,0,0
1567,Wind Power Project in Rajasthan by LWEPL,Lalpur Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,73290,Asia,22-09-16,,,230788,01-01-15,31-03-19,1550,4.24366872,311018.4805,0.742039507,-0.298352793,VCS,Other,False,False,False,Large Scale,1,0
370,Grid connected bundled wind power project in Gujarat managed by Enercon (India) Limited,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,29562,Asia,06-04-20,,,240584,01-01-08,31-12-21,5113,13.99863107,413827.5318,0.581362963,-0.542379996,VCS,Other,False,False,False,Large Scale,1,0
412,"Bundled wind energy generation projects in Gujarat, India",Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,91266,Asia,06-04-20,,,1259773,01-01-07,31-12-21,5478,14.99794661,1368802.595,0.920346735,-0.083004794,VCS,Other,False,False,False,Large Scale,1,0
925,Bundled Wind Power Project by M/s D. J Malpani,M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,11233,Asia,04-06-20,,,79723,01-01-10,31-03-22,4472,12.24366872,137533.1307,0.579663966,-0.545306713,VCS,Other Renewable,False,False,True,Small Scale,0,0
