ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Total_Actual_VCUs_Issued,Actual_Issuance_Start_Date,Actual_Issuance_End_Date,t_actual_days,t_actual_years,Total_Estimated_ERs_Actual_Period,q_quotient,log_q_success_indicator,Regime,Technology_Category,Tech_Biomass and Waste,Tech_Energy Efficiency,Tech_Hydro,Tech_Industrial Gases,Tech_Other,Tech_Other Renewable,Tech_Solar,Scale_Category,Scale_Large,Is_International
6456,Wind power project at Jaibhim by SIIL,Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,ACM0002 12.3.0,Registered,India,52898,ASP,2013-02-18,2013-01-01,2023-12-31,162395.0,2017-01-27,2017-01-27,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6484,Wind Energy Project in Gujarat,Det Norske Veritas- CUK,Wind: Wind,,ACM0002 13.0.0,Registered,India,101234,ASP,2012-12-07,2012-10-01,2022-09-30,714315.0,2013-10-25,2022-02-10,3030.0,8.295687885010267,839805.6673511293,0.8505717784128018,-0.16184647516023232,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6491,"Wind power project by HIL at Gujarat, India",Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,AMS-I.D. 17.0,Registered,India,7518,ASP,2012-09-04,2013-01-01,2022-12-31,62802.0,2022-07-01,2022-07-01,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6498,"3.3 MW Bundled Wind power project at Theni, Tamilnadu",Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 17.0,Registered,India,7268,ASP,2012-09-14,2012-06-25,2019-06-24,11707.0,2015-02-27,2015-02-27,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6506,"Natural Gas Based Combined Cycle Power Generation, at Kothapeta, East Godavari, Andhra Pradesh, India.",SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),Fossil fuel switch: New natural gas plant,,AM0029 3.0,Registered,India,1351965,ASP,2013-09-24,2013-08-06,2023-08-05,,,,,,,,,CDM,Other,False,False,False,False,True,False,False,LARGE,1,1
6512,10 MW Solar PV Power Project by Azure Power,TÜV Rheinland (China) Ltd. (TÜV Rheinland),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,15420,ASP,2012-10-01,2013-01-01,2022-12-31,,,,,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6519,Energy Efficient Green Building at New Delhi by ONGC Ltd,RWTÜV GmbH,EE service: EE new buildings,,AMS-II.E. 10.0,Registered,India,5944,ASP,2014-04-24,2014-01-30,2024-01-29,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6520,"Grid connected, combined cycle power project of capacity 374.57 MW at Gujarat, India",Bureau Veritas Certification Holding SAS (BVCH),EE supply side: Single cycle to combined cycle,,AM0029 3.0,Registered,India,476691,ASP,2012-12-21,2012-09-21,2022-09-20,,,,,,,,,CDM,Other,False,False,False,False,True,False,False,LARGE,1,1
6521,Grid connected wind power project in India by SRB Consultancy Pvt. Ltd,RINA Services S.p.A. (RINA),Wind: Wind,,AMS-I.D. 17.0,Registered,India,8328,ASP,2012-09-03,2012-06-27,2022-06-26,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6522,Clean energy generation from wind energy in the state of Rajasthan.,RINA Services S.p.A. (RINA),Wind: Wind,,ACM0002 13.0.0,Registered,India,33392,ASP,2012-10-09,2013-07-11,2023-07-10,187218.0,2016-01-29,2022-11-21,2488.0,6.811772758384668,227458.71594798085,0.8230856277356996,-0.19469504029594542,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6551,12 MW Wind Mill Project of GSFC Ltd,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 17.0,Registered,India,21159,ASP,2012-11-22,2012-09-01,2022-08-31,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6557,Bundled Fly Ash Bricks Manufacturing Project,Det Norske Veritas- CUK,EE Industry: Building materials,,AMS-III.Z. 3.0,Registered,India,39224,ASP,2012-12-14,2012-09-11,2022-09-10,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6563,Sai Sulphonates Wind Mill Project in Tamil Nadu,Perry Johnson Registrars Carbon Emissions Services (PJRCES)    ,Wind: Wind,,AMS-I.D. 17.0,Registered,India,3371,ASP,2012-09-27,2012-07-05,2022-07-04,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6564,"4.275MW Small Scale Bundle Wind Energy Project by M/s Biotech Vision Care Pvt.Ltd. & Dr. Arun Mehra in Tamilnadu, India",SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),Wind: Wind,,AMS-I.D. 17.0,Registered,India,9154,ASP,2012-09-27,2012-08-01,2022-07-31,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6590,Wind Power Project- Enking International (CDM.DEC-09-01),Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 17.0,Registered,India,2020,ASP,2012-09-27,2013-07-03,2020-07-02,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6595,Fal G brick manufacturing by Magnum Concretes Pvt. Ltd,RWTÜV GmbH,EE Industry: Building materials,,AMS-III.Z. 3.0,Registered,India,17945,ASP,2013-07-29,2013-03-19,2023-03-18,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6603,Solar Power Project by SunBorne Energy Gujarat One Private Limited,TÜV Rheinland (China) Ltd. (TÜV Rheinland),Solar: Solar PV,,ACM0002 12.3.0,Registered,India,17587,ASP,2012-10-16,2012-08-01,2022-07-31,,,,,,,,,CDM,Solar,False,False,False,False,False,False,True,LARGE,1,1
6610,Bundled Wind Power Project at Theni,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 17.0,Registered,India,13029,ASP,2012-09-28,2012-07-10,2022-07-09,48898.0,2014-05-21,2022-12-08,3123.0,8.550308008213552,111401.96303901437,0.4389330193658733,-0.8234084530241583,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6612,Solar power project in Gujarat by APCA Power,TÜV Rheinland (China) Ltd. (TÜV Rheinland),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,7183,ASP,2012-09-17,2012-07-15,2022-06-14,,,,,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6621,"Grid connected clean energy project in Jamnagar, Gujarat",RINA Services S.p.A. (RINA),Wind: Wind,,AMS-I.D. 17.0,Registered,India,12371,ASP,2013-03-11,2013-12-16,2023-12-15,42403.0,2023-04-13,2023-04-13,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6630,"Sambalpur CFL distribution project, Orissa, India",Det Norske Veritas- CUK,EE households: Lighting,,AMS-II.J. 4.0,Registered,India,16367,ASP,2012-11-01,2012-09-01,2022-08-31,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6640,3 MW Wind Power Project by Fashion Suitings (P) Ltd,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 17.0,Registered,India,4800,ASP,2013-03-04,2012-12-17,2022-12-16,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6651,"10 MW Biomass based Power plant in Punjab, India",Bureau Veritas Certification Holding SAS (BVCH),Biomass Energy: Agricultural residues: rice husk,,AMS-I.C. 19.0,Registered,India,58221,ASP,2012-10-29,2013-01-01,2022-12-31,150719.0,2016-07-15,2022-06-22,2168.0,5.935660506502396,345580.09034907597,0.43613334277375854,-0.8298072503402862,CDM,Biomass and Waste,True,False,False,False,False,False,False,SMALL,0,1
6653,Solar PV Power Project in Kutch District of Gujarat,Bureau Veritas Certification Holding SAS (BVCH),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,13059,ASP,2012-09-17,2012-07-15,2019-07-14,,,,,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6654,"14.4 MW Grid Connected Wind Power Project of Vaibhavlaxmi Clean Energy in Madhya Pradesh and Tamil Nadu, India",SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 17.0,Registered,India,28535,ASP,2012-10-31,2012-11-01,2022-10-31,22335.0,2015-05-04,2015-05-04,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6667,4.2 MW Renewable Energy-WIND,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,8390,ASP,2013-01-07,2012-11-01,2022-10-31,40895.0,2022-12-22,2022-12-22,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6674,3 MW (2* 1.5 MW) Bundled Wind Power Project at Rajasthan,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 17.0,Registered,India,4549,ASP,2012-10-05,2013-01-01,2022-12-31,31435.0,2022-04-19,2022-04-19,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6690,Grid connected bundled wind projects in Gujarat and Tamil Nadu,Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,AMS-I.D. 17.0,Registered,India,6762,ASP,2013-03-01,2013-01-01,2019-12-31,37585.0,2022-04-27,2022-04-27,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6700,7.5 MW Wind Project by ACC Limited in Rajasthan,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 17.0,Registered,India,11893,ASP,2012-10-12,2012-07-16,2022-07-15,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6702,Jangi 91.8 MW wind farm in Gujarat,RWTÜV GmbH,Wind: Wind,,ACM0002 12.3.0,Registered,India,254527,ASP,2013-01-10,2012-11-01,2022-10-31,1649635.0,2015-05-08,2022-01-04,2433.0,6.661190965092403,1695452.952772074,0.9729759810219674,-0.027395882586982546,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6708,"Lohia Auto Industries Electric Vehicles, India",Colombian Institute for Technical Standards and Certification (ICONTEC),Transport: Motorbikes,,AMS-III.C. 13.0,Registered,India,25518,ASP,2013-02-01,2012-11-02,2022-11-01,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6711,"Hero Electric Vehicles, India",Colombian Institute for Technical Standards and Certification (ICONTEC),Transport: Motorbikes,,AMS-III.C. 13.0,Registered,India,37647,ASP,2012-12-27,2012-09-27,2022-09-26,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6712,"Electrotherm Electric Vehicles, India",Colombian Institute for Technical Standards and Certification (ICONTEC),Transport: Motorbikes,,AMS-III.C. 13.0,Registered,India,36175,ASP,2013-01-31,2012-11-02,2022-11-01,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6713,"EKO electric vehicles, India",Colombian Institute for Technical Standards and Certification (ICONTEC),Transport: Motorbikes,,AMS-III.C. 13.0,Registered,India,24563,ASP,2012-12-27,2012-09-27,2022-09-26,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6719,"6 MW bundled grid connected Solar Power project at Katol and Bareilly, India",SGS United Kingdom Limited (SGS),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,9174,ASP,2012-10-19,2012-07-31,2019-07-30,,,,,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6720,Renewable power for sustainable development,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,9910,ASP,2013-01-07,2012-10-15,2022-10-14,64239.0,2022-12-22,2022-12-22,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6777,Energy Efficiency Improvement Measures in a commercial building facility,Bureau Veritas Certification Holding SAS (BVCH),EE service: HVAC & lighting,,AMS-II.E. 10.0,Registered,India,7053,ASP,2013-04-02,2012-12-21,2022-12-20,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6781,6 MW wind power project in Gujarat by GPCL,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 17.0,Registered,India,11867,ASP,2012-10-25,2013-01-01,2022-12-31,68677.0,2022-08-04,2022-08-04,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6794,"Wind Energy Project in Saundatti, Karnataka",Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,ACM0002 12.3.0,Registered,India,144989,ASP,2012-10-30,2012-09-24,2019-09-23,516079.0,2017-04-25,2017-07-14,80.0,0.2190280629705681,31756.6598220397,16.251047902771933,2.7881573930210197,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6815,"8.25 MW Wind Power Project in Revangaon, Maharashtra",TÜV Rheinland (China) Ltd. (TÜV Rheinland),Wind: Wind,,AMS-I.D. 17.0,Registered,India,15200,ASP,2012-10-31,2012-07-31,2022-07-30,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6829,"Wind energy based electricity generation project located at Manur and Vakaikulam, Tirunelveli district, Tamilnadu, India",Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,ACM0002 12.3.0,Registered,India,36935,ASP,2012-10-30,2012-09-01,2022-08-31,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6841,"Avoidance of methane emissions by installing a Composting Facility at Madurai, India",Det Norske Veritas- CUK,Landfill gas: Landfill composting,,AMS-III.F. 10.0,Registered,India,18887,ASP,2012-11-16,2012-08-17,2022-08-16,,,,,,,,,CDM,Biomass and Waste,True,False,False,False,False,False,False,SMALL,0,1
6863,4.2 MW Wind Bundled Power Project in Rajasthan,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 17.0,Registered,India,7252,ASP,2012-10-23,2012-08-01,2022-07-31,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6865,Solar Photovoltaic Power Plant in Andhra Pradesh,Bureau Veritas Certification Holding SAS (BVCH),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,7933,ASP,2012-10-29,2012-08-01,2019-07-31,55032.0,2023-02-08,2023-02-08,0.0,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6870,Grid connected solar PV power plant in Kutchh district of Gujarat,Bureau Veritas Certification Holding SAS (BVCH),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,7763,ASP,2012-10-29,2012-08-01,2019-07-31,55716.0,2015-08-12,2023-02-06,2735.0,7.488021902806297,58129.51403148528,0.9584804023963106,-0.042406162823031064,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6878,"12 MW biomass based renewable power generation in Rajasthan, India",RWTÜV GmbH,Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 17.0,Registered,India,58278,ASP,2013-01-03,2013-01-01,2022-12-31,68269.0,2023-08-03,2023-08-03,0.0,,,,,CDM,Biomass and Waste,True,False,False,False,False,False,False,SMALL,0,1
6882,"Wind power project in Maharashtra, India – Andhra Lake Phase - I",Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,ACM0002 12.3.0,Registered,India,84461,ASP,2012-11-07,2013-07-31,2020-07-30,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6883,Grid Connected Solar PV Plant in Rajasthan,Bureau Veritas Certification Holding SAS (BVCH),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,8141,ASP,2012-11-02,2012-08-01,2019-07-31,59879.0,2023-03-16,2023-03-16,0.0,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6888,"Natural gas based combined cycle power plant in Tripura, India",Det Norske Veritas- CUK,Fossil fuel switch: New natural gas plant,,AM0029 3.0,Registered,India,1612506,ASP,2013-05-09,2013-12-31,2023-12-30,1732605.0,2017-05-15,2017-05-15,0.0,,,,,CDM,Other,False,False,False,False,True,False,False,LARGE,1,1
6894,Wind Power Project by MGM Minerals Limited,TÜV Rheinland (China) Ltd. (TÜV Rheinland),Wind: Wind,,AMS-I.D. 17.0,Registered,India,16685,ASP,2013-02-21,2012-12-07,2022-12-06,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6896,"Wind energy project in Theni, Tamil Nadu",Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,AMS-I.D. 17.0,Registered,India,21909,ASP,2013-01-15,2012-10-31,2022-10-30,118272.0,2023-04-20,2023-04-20,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6908,Bundled Grid Connected Zero Emission Wind Power Generation in Tamilnadu,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,17560,ASP,2012-10-30,2012-09-01,2022-08-31,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6909,"Grid connected solar PV power plant in Jodhpur, Rajasthan",Bureau Veritas Certification Holding SAS (BVCH),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,8542,ASP,2012-12-12,2012-09-14,2019-09-13,59549.0,2022-11-10,2022-11-10,0.0,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6912,Grid connected Wind Power Generation Project by PSW,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 17.0,Registered,India,17566,ASP,2012-10-30,2012-08-16,2022-08-15,97138.0,2023-01-17,2023-01-17,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6914,Renewable Energy Project in the state of Madhya Pradesh,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,ACM0002 12.3.0,Registered,India,48805,ASP,2012-11-16,2012-08-17,2022-08-16,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6916,Domestic production and sales of enhanced energy-efficient refrigerators in India by LG Electronics India Pvt Ltd.,SGS United Kingdom Limited (SGS),EE households: Appliances,,AM0070 3.1.0,Registered,India,580110,ASP,2013-10-04,2013-02-25,2023-02-24,564726.0,2015-02-27,2020-04-28,1887.0,5.166324435318275,2997036.4681724845,0.1884281375943201,-1.669038577703195,CDM,Other,False,False,False,False,True,False,False,LARGE,1,1
6923,Solar Power Project by Clover Solar Private Limited,Det Norske Veritas- CUK,Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,3822,ASP,2012-11-02,2012-09-01,2019-08-31,,,,,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6925,5 MWp bundled solar power project in Gujarat,Bureau Veritas Certification Holding SAS (BVCH),Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,7188,ASP,2012-10-29,2012-08-03,2019-08-02,,,,,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
6930,"Grid connected wind Power Project in Jodhpur, Rajasthan",RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,10172,ASP,2012-10-25,2012-09-01,2022-08-31,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6934,Natural Gas based grid connected power plant,Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Fossil fuel switch: New natural gas plant,,AMS-III.AM. 2.0,Registered,India,50306,ASP,2012-11-23,2012-09-01,2022-08-31,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
6936,"Wind Power Project in Lalpur, Gujarat",RINA Services S.p.A. (RINA),Wind: Wind,,ACM0002 12.3.0,Registered,India,109854,ASP,2012-11-20,2013-07-01,2023-06-30,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6943,"Grid connected natural gas based electricity generation power plant at Vemagiri, Andhra Pradesh, India",Bureau Veritas Certification Holding SAS (BVCH),Fossil fuel switch: New natural gas plant,,AM0029 3.0,Registered,India,2309657,ASP,2013-01-07,2014-11-02,2024-11-01,623283.0,2017-05-22,2017-05-22,0.0,,,,,CDM,Other,False,False,False,False,True,False,False,LARGE,1,1
6952,1.5 MW Wind Power Project in Rajasthan,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,3030,ASP,2012-11-09,2012-08-31,2022-08-30,15869.0,2023-07-27,2023-07-27,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6970,1.6 MW Wind Power CDM Project by Protectron Electromech Pvt. Ltd,Perry Johnson Registrars Carbon Emissions Services (PJRCES)    ,Wind: Wind,,AMS-I.D. 17.0,Registered,India,2952,ASP,2012-11-23,2012-08-21,2022-08-20,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
6974,"Grid connected renewable electricity generation project by SCCPL in Tamil Nadu, India",SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),Wind: Wind,,ACM0002 13.0.0,Registered,India,50961,ASP,2012-12-20,2012-10-14,2022-10-13,242740.0,2023-10-12,2023-10-12,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
6990,Green Power Generation Project,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 17.0,Registered,India,16128,ASP,2012-11-23,2012-09-01,2022-08-31,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
7005,"Wind power project by iEnergy Wind Farms (Theni) Private Limited, Tamilnadu",RWTÜV GmbH,Wind: Wind,,ACM0002 12.3.0,Registered,India,39205,ASP,2012-11-13,2013-01-01,2022-12-31,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
7006,1.65 MW wind energy project by M/s. Dollar Apparels,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,3697,ASP,2012-11-13,2012-08-20,2022-08-19,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
7018,7.5 MW Poultry Litter Project by Redan Infrastructure Private limited,RWTÜV GmbH,Biomass Energy: Agricultural residues: poultry litter,,ACM0010 5.0; AMS-I.D. 17.0,Registered,India,139685,ASP,2013-01-03,2014-07-01,2021-06-30,,,,,,,,,CDM,Biomass and Waste,True,False,False,False,False,False,False,LARGE,1,1
7036,"Solar PV power project at Patan, India",RWTÜV GmbH,Solar: Solar PV,,ACM0002 12.3.0,Registered,India,39710,ASP,2012-11-28,2013-08-29,2020-08-28,273574.0,2022-09-15,2022-09-15,0.0,,,,,CDM,Solar,False,False,False,False,False,False,True,LARGE,1,1
7052,"2 MW Gogripur Hydro Power Project at Village Gogripur, District Karnal of State Haryana (India)",SGS United Kingdom Limited (SGS),Hydro: Run of river,,AMS-I.D. 17.0,Registered,India,9357,ASP,2013-07-11,2012-12-29,2022-12-28,,,,,,,,,CDM,Hydro,False,False,True,False,False,False,False,SMALL,0,1
7054,Renewable Energy Project in Mahuriya,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,ACM0002 12.3.0,Registered,India,50240,ASP,2012-11-30,2012-09-20,2022-09-19,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
7080,HMIPL WIND POWER CDM PROJECT,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 17.0,Registered,India,4736,ASP,2012-11-19,2012-10-10,2022-10-09,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
7088,SFPL Solar Power CDM Project,Perry Johnson Registrars Carbon Emissions Services (PJRCES)    ,Solar: Solar PV,,AMS-I.D. 17.0,Registered,India,3158,ASP,2012-11-08,2013-01-01,2022-12-31,24216.0,2021-10-20,2021-10-20,0.0,,,,,CDM,Solar,False,False,False,False,False,False,True,SMALL,0,1
7092,Grid-connected electricity generation from 39 MW wind energy by GACL in Gujarat,RWTÜV GmbH,Wind: Wind,,ACM0002 12.3.0,Registered,India,71566,ASP,2012-12-20,2012-09-27,2022-09-26,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
7094,Run of River Hydroelectric Project on Alaknanda River in Uttarakhand,RWTÜV GmbH,Hydro: Run of river,,ACM0002 13.0.0,Registered,India,951395,ASP,2013-02-25,2019-01-01,2025-12-31,,,,,,,,,CDM,Hydro,False,False,True,False,False,False,False,LARGE,1,1
7098,15 MW Biomass Power Project by Shalivahana Green Energy Limited,RWTÜV GmbH,Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 17.0,Registered,India,60238,ASP,2013-03-05,2012-12-13,2022-12-12,,,,,,,,,CDM,Biomass and Waste,True,False,False,False,False,False,False,SMALL,0,1
7099,"Bundled wind Project by Premier Mills, Pushpathur, Dindugal, Tamil Nadu",RWTÜV GmbH,Wind: Wind,,ACM0002 12.3.0,Registered,India,41412,ASP,2012-11-14,2012-09-04,2022-09-03,201974.0,2022-08-25,2022-08-25,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
7103,Greenhouse Gas Emission Reductions Through Photovoltaic Technology - Dahanu Solar Power Pvt. Ltd.,TÜV Rheinland (China) Ltd. (TÜV Rheinland),Solar: Solar PV,,ACM0002 12.3.0,Registered,India,66513,ASP,2012-11-30,2012-09-01,2022-08-31,476749.0,2014-07-11,2020-12-10,2344.0,6.417522245037645,426848.6570841889,1.1169040644444832,0.11056062959865574,CDM,Solar,False,False,False,False,False,False,True,LARGE,1,1
7128,Grid connected 25 MW P V solar power project at Charanka in Gujarat,Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Solar: Solar PV,,ACM0002 12.3.0,Registered,India,34462,ASP,2012-11-23,2013-01-01,2019-08-30,146109.0,2017-08-08,2017-08-08,0.0,,,,,CDM,Solar,False,False,False,False,False,False,True,LARGE,1,1
7133,"Wind power project in Madhya Pradesh, India",Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,ACM0002 13.0.0,Registered,India,40546,ASP,2012-12-07,2012-09-07,2022-09-06,170961.0,2015-01-22,2017-04-20,819.0,2.242299794661191,90916.28747433265,1.8804221416131344,0.6314962950470009,CDM,Wind,False,False,False,False,False,False,False,LARGE,1,1
7160,1.25 MW Wind Power Project in Gujarat,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,1818,ASP,2013-01-23,2013-01-01,2022-12-31,14269.0,2022-04-28,2022-04-28,0.0,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
7161,3.0 MW Wind Power Project Activity by BVSR Constructions Private Limited,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,6739,ASP,2013-01-09,2012-10-14,2022-10-13,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
7179,3.70 MW Grid Connected Wind Power Project in Madhya Pradesh,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 17.0,Registered,India,6500,ASP,2013-02-28,2012-12-21,2022-12-20,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
7182,Grid Connected Renewable Energy Generation by Asian Fabricx Private Limited,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 17.0,Registered,India,12547,ASP,2012-12-04,2012-09-04,2022-09-03,,,,,,,,,CDM,Wind,False,False,False,False,False,False,False,SMALL,0,1
7186,"Improvement in Energy Efficiency through Micro-Irrigation Systems (MIS) in cultivation of Banana Crop in Jalgaon, Dhule Nadurbar and Nashik districts, Maharastra State, India",Det Norske Veritas- CUK,Agriculture: Irrigation,,AMS-II.F. 10.0,Registered,India,8383,ASP,2012-11-29,2012-11-01,2021-10-31,,,,,,,,,CDM,Other Renewable,False,False,False,False,False,True,False,SMALL,0,1
